Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	call_type	quality	overlap	earflap
40	Spectrogram 1	1	1894.125642749	1899.573340035	0.000	162.731	RUM	3	N	1
41	Spectrogram 1	1	1927.074366094	1932.325158659	0.000	160.678	RUM	2	N	0
42	Spectrogram 1	1	1982.076418924	1988.180465281	0.000	147.844	RUM	2	N	1
43	Spectrogram 1	1	2012.137206358	2017.847443273	0.000	169.918	RUM	3	N	0
44	Spectrogram 1	1	2032.615298073	2038.456804802	0.000	160.678	RUM	1	N	1
45	Spectrogram 1	1	2065.629656326	2071.668067775	0.000	178.131	RUM	3	N	0
46	Spectrogram 1	1	2106.979648486	2111.967901423	0.000	151.437	RUM	2	N	1
47	Spectrogram 1	1	2119.515915735	2125.291787557	0.000	182.238	RUM	3	N	1
48	Spectrogram 1	1	2139.994006739	2145.704243653	0.000	172.485	RUM	2	N	1
49	Spectrogram 1	1	2153.449163398	2159.947019197	0.000	164.784	RUM	3	N	1
50	Spectrogram 1	1	2184.888283881	2189.745267003	0.000	164.784	RUM	2	N	1
51	Spectrogram 1	1	2213.439469164	2219.609150428	0.000	169.918	RUM	2	N	1
52	Spectrogram 1	1	2244.090970762	2250.588826562	0.000	171.458	RUM	3	N	2
53	Spectrogram 1	1	2293.868392066	2299.486833035	0.000	165.298	RUM	2	N	1
54	Spectrogram 1	1	2356.943537581	2362.128695239	0.000	154.004	RUM	2	N	1
55	Spectrogram 1	1	2434.523998440	2439.774791005	0.000	207.392	RUM	3	N	0
56	Spectrogram 1	1	2490.904384318	2496.483351419	0.000	163.758	RUM	0	Y	1
57	Spectrogram 1	1	2552.141753319	2558.048894954	0.000	170.945	RUM	1	1	2
58	Spectrogram 1	1	2572.029130159	2577.279922724	0.000	159.138	RUM	1	N	2
59	Spectrogram 1	1	2598.611267519	2606.093646924	0.000	153.491	RUM	0	Y	1
60	Spectrogram 1	1	2626.965548081	2632.741419903	0.000	162.731	RUM	2	N	1
61	Spectrogram 1	1	2673.238158990	2680.129824232	0.000	160.164	RUM	0	N	1
62	Spectrogram 1	1	2697.851249850	2702.511328252	0.000	165.298	RUM	0	Y	1
63	Spectrogram 1	1	2729.881084497	2734.934972340	0.000	164.784	RUM	1	N	1
64	Spectrogram 1	1	2742.876796095	2750.424810407	0.000	675.164	ROAR-RUM	3	N	2
65	Spectrogram 1	1	2760.795126434	2765.586474650	0.000	161.704	RUM	0	N	1
66	Spectrogram 1	1	2777.400757921	2782.323375951	0.000	163.244	RUM	1	N	1
67	Spectrogram 1	1	2789.608850635	2794.990913014	0.000	174.538	RUM	1	N	1
68	Spectrogram 1	1	2815.469004017	2821.573050374	0.000	172.485	RUM	3	N	1
69	Spectrogram 1	1	2833.912413613	2839.557015621	0.000	179.158	RUM	3	N	1
70	Spectrogram 1	1	2845.267252535	2851.502568706	0.000	164.271	RUM	2	N	1
71	Spectrogram 1	1	2860.166376438	2864.563915211	0.000	164.784	RUM	1	N	2
72	Spectrogram 1	1	2882.810419375	2888.848830824	0.000	151.951	RUM	2	N	1
73	Spectrogram 1	1	2898.825337409	2903.682320532	0.000	166.838	RUM	3	N	1
74	Spectrogram 1	1	2918.909618970	2925.538744584	0.000	158.111	RUM	2	N	1
75	Spectrogram 1	1	2934.727631572	2939.978424137	0.000	162.731	RUM	3	N	1
76	Spectrogram 1	1	2950.676914700	2956.321516707	0.000	155.544	RUM	2	N	1
77	Spectrogram 1	1	2971.417545332	2976.996512432	0.000	180.185	RUM	2	N	1
78	Spectrogram 1	1	2994.717937339	3001.740872394	0.000	179.158	RUM	1	N	1
79	Spectrogram 1	1	3036.002294592	3041.187452250	0.000	161.704	RUM	1	N	1
80	Spectrogram 1	1	3047.685308049	3053.198640243	0.000	170.945	RUM	1	N	1
81	Spectrogram 1	1	3074.070540688	3079.321333253	0.000	163.244	RUM	1	N	1
82	Spectrogram 1	1	3099.536885340	3105.050217533	0.000	158.624	RUM	2	N	1
83	Spectrogram 1	1	3142.921559620	3147.647272928	0.000	165.298	RUM	2	N	1
84	Spectrogram 1	1	3155.851636311	3161.299333597	0.000	169.405	RUM	3	N	0
85	Spectrogram 1	1	3174.491949917	3178.823853783	0.000	152.977	RUM	2	N	1
86	Spectrogram 1	1	3186.634407723	3191.031946496	0.000	157.084	RUM	2	N	1
87	Spectrogram 1	1	3206.718689996	3212.100752375	0.000	153.491	RUM	2	N	2
88	Spectrogram 1	1	3235.532414196	3239.404873713	0.000	152.977	RUM	1	N	1
89	Spectrogram 1	1	3244.590031371	3250.890982449	0.000	170.945	RUM	3	N	1
90	Spectrogram 1	1	3264.149233675	3269.400026240	0.000	150.411	RUM	1	N	1
91	Spectrogram 1	1	3278.654548848	3284.758595204	0.000	152.464	RUM	1	N	2
92	Spectrogram 1	1	3304.186527695	3310.028034423	0.000	153.491	RUM	2	N	2
93	Spectrogram 1	1	3314.622477918	3320.004540297	0.000	162.731	RUM	2	N	2
94	Spectrogram 1	1	3340.745171640	3345.864694391	0.000	156.057	RUM	2	N	1
95	Spectrogram 1	1	3374.350244056	3381.570083833	0.000	162.731	RUM	2	N	2
96	Spectrogram 1	1	3396.469208447	3403.163968968	0.000	160.678	RUM	1	N	2
97	Spectrogram 1	1	3419.638330640	3423.576425064	0.000	170.431	RUM	2	N	1
98	Spectrogram 1	1	3441.757294320	3446.417372722	0.000	216.119	RUM	2	N	1
99	Spectrogram 1	1	3463.679353991	3467.748718228	0.000	209.959	RUM	2	N	1
100	Spectrogram 1	1	3478.512842987	3484.945063879	0.000	172.998	RUM	3	N	1
101	Spectrogram 1	1	3503.191568042	3508.573630421	0.000	145.277	RUM	1	N	1
102	Spectrogram 1	1	3526.426325854	3531.939658047	0.000	148.871	RUM	1	N	1
103	Spectrogram 1	1	3582.544171392	3589.173297005	0.000	164.271	RUM	2	N	1
104	Spectrogram 1	1	3596.786946936	3599.999750000	0.000	144.251	RUM	0	N	1
