Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	call_type	quality	overlap	earflap
32	Spectrogram 1	1	2707.303346423	2711.175805939	0.000	151.685	RUM	0	N	1
33	Spectrogram 1	1	2735.329452450	2741.827308249	0.000	194.757	RUM	3	N	1
34	Spectrogram 1	1	2753.379051892	2758.892384085	0.000	199.438	RUM	2	N	1
35	Spectrogram 1	1	2801.358169666	2806.280787696	0.000	180.243	RUM	2	N	1
36	Spectrogram 1	1	2842.708161827	2847.827684578	0.000	207.865	RUM	2	N	1
37	Spectrogram 1	1	2919.894811530	2927.574095656	0.000	142.322	RUM	2	N	1
38	Spectrogram 1	1	2936.303538296	2941.094886511	0.000	176.966	RUM	3	N	1
39	Spectrogram 1	1	2949.364884801	2954.878216994	0.000	176.966	RUM	3	N	1
40	Spectrogram 1	1	2965.117263208	2969.974246330	0.000	198.970	RUM	3	N	1
41	Spectrogram 1	1	2977.456625735	2983.560672092	0.000	183.521	RUM	3	N	1
42	Spectrogram 1	1	3003.841858374	3009.814634917	0.000	196.161	RUM	3	N	1
43	Spectrogram 1	1	3036.528042803	3041.253756111	0.000	161.049	RUM	2	N	2
44	Spectrogram 1	1	3048.145421353	3053.068039382	0.000	189.139	RUM	3	N	1
45	Spectrogram 1	1	3058.909546111	3064.422878304	0.000	179.775	RUM	2	N	1
46	Spectrogram 1	1	3073.611765293	3079.059462579	0.000	200.375	RUM	2	N	2
47	Spectrogram 1	1	3092.711523960	3098.159221246	0.000	172.285	RUM	2	N	1
48	Spectrogram 1	1	3103.213109090	3107.019933699	0.000	201.779	RUM	2	N	1
49	Spectrogram 1	1	3115.421201803	3120.606359461	0.000	200.843	RUM	2	N	1
50	Spectrogram 1	1	3129.335802100	3133.798975780	0.000	164.794	RUM	2	N	1
51	Spectrogram 1	1	3141.478259907	3146.138338308	0.000	203.184	RUM	2	N	0
52	Spectrogram 1	1	3181.646822027	3186.963249499	0.000	182.116	RUM	2	N	1
53	Spectrogram 1	1	3238.552287161	3245.115777868	0.000	154.026	RUM	2	N	1
54	Spectrogram 1	1	3295.654657017	3301.036719396	0.000	202.247	RUM	3	N	1
55	Spectrogram 1	1	3316.789097091	3322.696238727	0.000	212.547	RUM	3	N	1
56	Spectrogram 1	1	3349.409644899	3353.675913858	0.000	147.940	RUM	3	N	1
57	Spectrogram 1	1	3396.601143077	3402.770824341	0.000	204.588	RUM	3	N	1
58	Spectrogram 1	1	3436.310262561	3443.595737245	0.000	203.184	RUM	3	N	1
59	Spectrogram 1	1	3450.881211929	3457.313432821	0.000	198.034	RUM	3	N	1
60	Spectrogram 1	1	3494.003343153	3498.991596090	0.000	180.243	RUM	3	N	1
61	Spectrogram 1	1	3511.396593525	3516.384846462	0.000	144.195	RUM	3	N	1
62	Spectrogram 1	1	3523.932860774	3527.870955197	0.000	144.663	RUM	2	N	1
63	Spectrogram 1	1	3540.341586538	3547.692696128	0.000	203.184	RUM	3	N	1
64	Spectrogram 1	1	3551.368250924	3557.472297281	0.000	215.824	RUM	3	N	1
65	Spectrogram 1	1	3568.630231481	3574.603008024	0.000	204.120	RUM	3	N	1
66	Spectrogram 1	1	3583.857529920	3589.042687578	0.000	201.779	RUM	2	N	1
